name,height,weight,reach,stance,wins,losses,draws
Erin Blanchfield,"5' 4""",125 lbs.,"66.0""",Orthodox,13,2,0
Maximo Blanco,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1
David Blanco,"5' 7""",145 lbs.,--,,2,0,0
Curtis Blaydes,"6' 4""",265 lbs.,"80.0""",Orthodox,18,5,0
Tereza Bleda,"5' 9""",125 lbs.,"71.0""",Orthodox,7,1,0
Arlene Blencowe,"5' 5""",145 lbs.,--,,9,6,0
Byron Bloodworth,"5' 8""",135 lbs.,--,Orthodox,6,3,0
Dashawn Boatwright,"6' 0""",205 lbs.,--,Orthodox,3,1,0
Dan Bobish,"6' 2""",345 lbs.,--,Southpaw,17,9,0
Mark Bocek,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0
Kyle Bochniak,"5' 7""",145 lbs.,"70.0""",Orthodox,8,5,0
James Bochnovic,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0
Jeremy Boczulak,--,--,--,,0,2,0
Tim Boetsch,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,0
Galore Bofando,"5' 11""",170 lbs.,"72.0""",Switch,5,3,0
Jay Bogan,--,145 lbs.,--,,6,6,0
Roman Bogatov,"5' 8""",155 lbs.,"73.0""",Orthodox,10,1,0
Derek Bohi,"6' 4""",260 lbs.,--,,8,5,0
Jerry Bohlander,"5' 11""",199 lbs.,--,Orthodox,11,4,0
Mandy Bohm,"5' 7""",125 lbs.,"71.0""",Orthodox,8,2,0
Kotetsu Boku,"5' 9""",154 lbs.,--,Orthodox,25,11,2
Gaston Bolanos,"5' 7""",135 lbs.,"69.0""",Orthodox,8,4,0
Kyle Bolt,"6' 2""",185 lbs.,--,,8,4,0
Denys Bondar,"5' 6""",125 lbs.,"69.0""",Orthodox,14,5,0
Luc Bondole,"6' 2""",205 lbs.,--,,5,2,2
Tony Bonello,"6' 2""",185 lbs.,--,,16,3,1
Gabriel Bonfim,"6' 1""",170 lbs.,"72.0""",Orthodox,17,1,0
Ismael Bonfim,"5' 8""",155 lbs.,"71.0""",Orthodox,20,5,0
Jesse Bongfeldt,"6' 0""",185 lbs.,--,Orthodox,16,5,1
Marcos Bonilla,"5' 10""",145 lbs.,--,,4,4,0
Stephan Bonnar,"6' 4""",205 lbs.,"79.0""",Orthodox,15,9,0
Rogerio Bontorin,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,0
Ray Borg,"5' 4""",135 lbs.,"63.0""",Orthodox,13,5,0
Igor Borisov,"6' 0""",235 lbs.,--,Orthodox,1,1,0
Kevin Borjas,"5' 5""",125 lbs.,"68.0""",Orthodox,10,3,0
Calen Born,"5' 8""",170 lbs.,"72.0""",Switch,7,1,0
Caio Borralho,"6' 1""",185 lbs.,"75.0""",Southpaw,17,1,0
Zachary Borrego,"6' 2""",185 lbs.,"78.0""",Switch,3,1,0
Viacheslav Borshchev,"5' 11""",155 lbs.,"69.0""",Orthodox,8,5,1
Tanner Boser,"6' 2""",205 lbs.,"75.0""",Orthodox,21,10,1
Steve Bosse,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0
Marcus Bossett,"6' 1""",215 lbs.,--,Orthodox,1,3,0
Chris Bostick,--,--,--,,6,3,0
Poliana Botelho,"5' 8""",125 lbs.,"67.0""",Orthodox,8,5,0
Francois Botha,"6' 2""",260 lbs.,--,Orthodox,0,1,0
Gregory Bouchelaghem,"6' 2""",183 lbs.,--,Switch,5,4,0
Roy Boughton,"6' 0""",205 lbs.,--,,14,8,0
Rich Bouphanouvong,"5' 7""",170 lbs.,--,,1,4,0
Mike Bourke,"6' 0""",275 lbs.,--,Orthodox,10,16,1
Jess Bouscal,--,155 lbs.,--,,3,2,0
Tai Bowden,"5' 11""",230 lbs.,--,,1,1,0
Melton Bowen,"6' 0""",225 lbs.,--,Orthodox,0,1,0
Kyron Bowen,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0
Brian Bowles,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0
Roger Bowling,"5' 9""",155 lbs.,"68.0""",Orthodox,12,6,0
Blake Bowman,"6' 2""",170 lbs.,--,,2,6,0
Ashe Bowman,"5' 9""",155 lbs.,--,,9,11,0
Anvar Boynazarov,"5' 9""",145 lbs.,--,Orthodox,3,1,0
Colley Bradford,"5' 7""",145 lbs.,--,,0,1,0
Kyle Bradley,"5' 9""",155 lbs.,"71.0""",Orthodox,19,12,0
Paul Bradley,"5' 9""",170 lbs.,--,Orthodox,23,8,0
Sean Brady,"5' 10""",170 lbs.,"72.0""",Orthodox,18,1,0
Ebenezer Fontes Braga,"6' 0""",199 lbs.,--,Orthodox,13,7,2
Ramiz Brahimaj,"5' 10""",170 lbs.,"72.0""",Orthodox,11,5,0
Adam Bramhald,"5' 10""",135 lbs.,"70.0""",Orthodox,13,3,0
Joe Brammer,"5' 8""",155 lbs.,--,Orthodox,7,3,1
David Branch,"6' 1""",185 lbs.,"78.0""",Orthodox,22,6,0
Billy Brand,"5' 6""",135 lbs.,"65.0""",Orthodox,5,2,0
Diego Brandao,"5' 7""",145 lbs.,"64.0""",Orthodox,22,11,0
Bruna Brasil,"5' 6""",125 lbs.,"65.0""",Orthodox,10,5,1
Michael Bravo,--,155 lbs.,--,,7,4,0
Martin Bravo,"5' 8""",145 lbs.,"71.0""",Southpaw,11,3,0
Roman Bravo-Young,--,205 lbs.,--,,0,1,0
Mike Breeden,"5' 10""",155 lbs.,"70.0""",Orthodox,11,6,0
Tom Breese,"6' 3""",185 lbs.,"73.0""",Southpaw,12,3,0
Elves Brener,"5' 10""",155 lbs.,"72.0""",Orthodox,16,5,0
Chris Brennan,"5' 8""",170 lbs.,--,Orthodox,21,13,1
Charlie Brenneman,"5' 10""",155 lbs.,"70.0""",Orthodox,19,8,0
Robert Breslin,"5' 11""",155 lbs.,--,,3,9,0
Mack Brewer,--,205 lbs.,--,,0,1,0
Marcos Brigagao,"6' 3""",205 lbs.,"76.0""",Southpaw,11,1,0
Jason Brilz,"5' 11""",205 lbs.,"71.0""",Orthodox,22,6,1
Marcus Brimage,"5' 4""",135 lbs.,"71.0""",Southpaw,7,7,0
Aaron Brink,"6' 3""",205 lbs.,--,Orthodox,26,26,0
Henry Briones,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,1
Marcelo Brito,"6' 1""",170 lbs.,--,Orthodox,13,8,0
Joanderson Brito,"5' 8""",145 lbs.,"72.0""",Orthodox,17,4,1
Kaik Brito,"5' 11""",170 lbs.,"72.0""",Orthodox,16,5,0
Icaro Brito,--,145 lbs.,--,,7,1,0
Antwain Britt,"6' 1""",205 lbs.,"77.0""",,11,6,0
Drew Brokenshire,--,--,--,,16,6,0
Mike Bronzoulis,"6' 0""",155 lbs.,--,,18,9,1
Jonathan Brookins,"6' 0""",145 lbs.,"74.0""",Southpaw,16,10,0
Will Brooks,"5' 10""",155 lbs.,"72.0""",Orthodox,18,4,0
Jarred Brooks,"5' 3""",125 lbs.,"62.0""",Switch,13,2,0
Rob Broughton,"6' 2""",265 lbs.,"74.0""",Orthodox,16,7,1
Lee Brousseau,"6' 1""",205 lbs.,--,,5,3,0
Matt Brown,"6' 0""",170 lbs.,"75.0""",Orthodox,26,19,0
Mike Brown,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0
Dominic Brown,"5' 11""",190 lbs.,--,,16,23,0
Todd Brown,"5' 11""",205 lbs.,--,Orthodox,16,4,0
Terrell Brown,--,185 lbs.,--,,3,1,0
Chris Brown,--,170 lbs.,--,,10,1,0
Frederick Brown,"6' 0""",235 lbs.,--,,3,2,0
Randy Brown,"6' 3""",170 lbs.,"78.0""",Orthodox,19,6,0
Damien Brown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,12,0
TJ Brown,"5' 9""",145 lbs.,"72.0""",Switch,17,11,0
Humberto Brown Morrison,"5' 10""",145 lbs.,--,,4,6,0
Travis Browne,"6' 6""",255 lbs.,"79.0""",Orthodox,18,7,1
Junie Browning,"5' 9""",155 lbs.,--,Orthodox,5,6,0
Jules Bruchez,"6' 0""",205 lbs.,--,Southpaw,1,2,0
Justin Bruckmann,"5' 9""",170 lbs.,--,Orthodox,7,3,0
Cody Brundage,"6' 0""",185 lbs.,"72.0""",Orthodox,11,6,0
Steve Bruno,"5' 10""",170 lbs.,--,Orthodox,15,6,0
Fernando Bruno,"5' 6""",145 lbs.,--,,15,4,0
Derek Brunson,"6' 1""",185 lbs.,"77.0""",Southpaw,23,9,0
Josh Bryant,"5' 10""",185 lbs.,--,Orthodox,15,4,0
Dennis Bryant,"6' 0""",205 lbs.,--,Orthodox,5,2,0
Robert Bryczek,"6' 0""",185 lbs.,"75.0""",Orthodox,17,6,0
Lukasz Brzeski,"6' 4""",236 lbs.,"78.0""",Orthodox,9,6,1
Justin Buchholz,"6' 0""",155 lbs.,"73.0""",Orthodox,15,10,0
Zak Bucia,"5' 10""",170 lbs.,--,,17,8,0
Courtney Buck,"5' 10""",135 lbs.,--,Orthodox,12,11,0
Joaquin Buckley,"5' 10""",170 lbs.,"76.0""",Southpaw,21,6,0
Martin Buday,"6' 4""",265 lbs.,"77.0""",Orthodox,14,2,0
Julia Budd,"5' 7""",145 lbs.,"67.0""",,10,2,0
Dylan Budka,"6' 0""",185 lbs.,"75.0""",Switch,7,5,0
Mike Budnik,"5' 9""",145 lbs.,"68.0""",Orthodox,13,4,0
Francisco Bueno,"5' 9""",225 lbs.,--,Orthodox,5,2,0
Mayra Bueno Silva,"5' 6""",125 lbs.,"66.0""",Orthodox,10,5,1
Paul Buentello,"6' 2""",245 lbs.,"77.0""",Orthodox,35,17,0
Modestas Bukauskas,"6' 3""",205 lbs.,"78.0""",Switch,17,6,0
Lee Kwan Bum,"6' 2""",286 lbs.,--,Orthodox,0,1,0
Josh Bumgarner,"6' 1""",170 lbs.,--,,6,4,0
Shawn Bunch,"5' 5""",135 lbs.,--,,7,3,0
Felipe Bunes,"5' 7""",125 lbs.,"69.0""",Orthodox,14,7,0
Shane Burgos,"5' 11""",145 lbs.,"75.0""",Orthodox,15,3,0
Joshua Burkman,"5' 10""",170 lbs.,"72.0""",Orthodox,28,16,0
Justin Burlinson,"6' 1""",170 lbs.,"74.0""",Switch,6,1,0
Mads Burnell,"5' 8""",145 lbs.,"69.0""",Orthodox,9,3,0
Mikey Burnett,"5' 6""",170 lbs.,--,Orthodox,5,2,0
Kevin Burns,"5' 10""",170 lbs.,"74.0""",Orthodox,12,7,0
Gilbert Burns,"5' 10""",170 lbs.,"71.0""",Orthodox,22,8,0
Josh Burns,"6' 1""",244 lbs.,--,,8,10,0
Herbert Burns,"5' 9""",145 lbs.,"73.0""",Orthodox,11,6,0
Derrick Burnsed,--,155 lbs.,--,,1,0,3
Nah-Shon Burrell,"5' 11""",170 lbs.,--,Orthodox,15,7,0
Martin Buschkamp,"5' 9""",145 lbs.,--,Orthodox,9,0,0
George Bush,"6' 1""",205 lbs.,--,,5,2,0
Bubba Bush,"6' 0""",185 lbs.,--,Orthodox,8,3,0
Dakota Bush,"5' 10""",155 lbs.,"73.0""",Orthodox,8,4,0
Murilo Bustamante,"6' 2""",183 lbs.,--,Orthodox,15,8,1
Nick Bustamante,"5' 9""",170 lbs.,--,,5,3,0
Eduardo Bustillos,"5' 8""",135 lbs.,--,,5,3,0
Jason Butcher,"6' 3""",185 lbs.,--,,10,2,0
Todd Butler,"6' 1""",200 lbs.,--,Southpaw,1,4,0
Goldman Butler,--,--,--,,1,4,0
Ian Butler,"5' 8""",155 lbs.,--,,3,3,0
Raphael Butler,"6' 3""",261 lbs.,--,,9,2,1
Jesse Butler,"5' 10""",135 lbs.,"73.0""",Orthodox,12,6,0
JP Buys,"5' 5""",135 lbs.,"67.0""",Orthodox,9,6,0
Dennis Buzukja,"5' 9""",145 lbs.,"70.0""",Switch,12,5,0
Charles Byrd,"5' 10""",185 lbs.,"73.0""",Orthodox,10,7,0
Steve Byrnes,"6' 0""",170 lbs.,--,Orthodox,6,1,0
Michael Byrnes,"5' 11""",155 lbs.,--,,5,3,0
Yan Cabral,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
Alvin Cacdac,"5' 6""",125 lbs.,--,Orthodox,18,13,0
Alex Caceres,"5' 10""",145 lbs.,"73.0""",Southpaw,21,15,0
Vince Cachero,"5' 6""",145 lbs.,"68.0""",Orthodox,7,4,0
Priscila Cachoeira,"5' 7""",135 lbs.,"65.0""",Orthodox,13,6,0
Travis Calanoc,"5' 8""",145 lbs.,--,Orthodox,5,1,0
Ricky Calatayud,"5' 9""",125 lbs.,--,,16,2,0
Carlos Calderon,"5' 11""",145 lbs.,"71.0""",Southpaw,6,3,0
Darrion Caldwell,"5' 10""",135 lbs.,--,,10,1,0
Nicolle Caliari,"5' 3""",125 lbs.,"62.0""",Orthodox,8,3,0
Taylor Callens,"5' 10""",155 lbs.,--,,6,0,0
Cynthia Calvillo,"5' 4""",115 lbs.,"64.0""",Orthodox,9,6,1
Joe Camacho,"5' 9""",155 lbs.,--,Orthodox,13,19,3
Frank Camacho,"5' 10""",155 lbs.,"73.0""",Orthodox,22,10,0
Lucas Camacho,"6' 4""",265 lbs.,"80.0""",Orthodox,6,1,0
Matheus Camilo,--,155 lbs.,--,,9,2,0
Fabricio Camoes,"5' 10""",155 lbs.,"71.0""",Orthodox,14,9,1
Chris Camozzi,"6' 2""",185 lbs.,"75.0""",Orthodox,24,13,0
Brian Camozzi,"6' 2""",170 lbs.,"78.0""",Orthodox,7,5,0
Ricky Camp,"5' 7""",135 lbs.,--,,11,4,0
Mike Campbell,"5' 9""",155 lbs.,--,Southpaw,13,4,0
Thomas Campbell,--,--,--,,3,3,0
Shane Campbell,"6' 0""",155 lbs.,"71.0""",Orthodox,14,6,0
Charlie Campbell,"6' 0""",155 lbs.,"72.0""",Orthodox,9,2,0
John Campetella,"5' 9""",235 lbs.,--,Orthodox,0,1,0
Wagner Campos,"5' 6""",145 lbs.,--,Southpaw,12,10,0
Derek Campos,"5' 9""",155 lbs.,--,,19,6,0
Will Campuzano,"5' 9""",125 lbs.,"70.0""",Orthodox,14,6,0
Aleksa Camur,"6' 1""",205 lbs.,"74.0""",Orthodox,6,3,0
Chico Camus,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0
Asbel Cancio,"5' 10""",225 lbs.,--,,0,1,0
Carlos Candelario,"5' 8""",125 lbs.,"68.0""",Southpaw,8,3,0
Ronaldo Candido,"5' 6""",125 lbs.,--,Southpaw,6,0,0
Luiz Cane,"6' 2""",185 lbs.,"77.0""",Southpaw,17,7,0
Guido Cannetti,"5' 6""",135 lbs.,"68.0""",Southpaw,10,8,0
Jared Cannonier,"5' 11""",185 lbs.,"77.0""",Switch,18,8,0
Jose Canseco,"6' 4""",240 lbs.,--,Orthodox,0,1,0
Cody Canterbury,"5' 8""",155 lbs.,--,,1,10,0
Bo Cantrell,"6' 2""",235 lbs.,--,Orthodox,10,10,0
Steve Cantwell,"6' 2""",185 lbs.,"75.0""",Orthodox,7,6,0
Paul Capaldo,"5' 7""",135 lbs.,--,,6,0,0
Phil Caracappa,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0
Frank Caracci,--,--,--,,2,3,0
Gina Carano,"5' 8""",145 lbs.,--,Orthodox,7,1,0
Dos Caras Jr.,"6' 4""",225 lbs.,--,Orthodox,9,5,0
Bryan Caraway,"5' 8""",135 lbs.,"68.0""",Orthodox,21,9,0
Remo Cardarelli,--,135 lbs.,--,,7,5,0
Phil Cardella,"5' 11""",155 lbs.,--,,8,5,0
Edgar Cardenas,--,145 lbs.,--,,4,1,0
Chris Cariaso,"5' 3""",125 lbs.,"64.0""",Southpaw,17,8,0
Ronald Carillo,--,125 lbs.,--,,4,2,0
Rafael Carino,"6' 8""",245 lbs.,--,Orthodox,2,1,1
Don Carlo-Clauss,--,170 lbs.,--,,10,7,0
Antonio Carlos Junior,"6' 2""",185 lbs.,"79.0""",Orthodox,11,5,0
Spike Carlyle,"5' 8""",145 lbs.,"71.0""",Switch,9,3,0
Francis Carmont,"6' 3""",205 lbs.,"78.0""",Orthodox,25,12,0
Liz Carmouche,"5' 6""",125 lbs.,"66.0""",Orthodox,13,7,0
Roan Carneiro,"5' 11""",170 lbs.,"76.0""",Orthodox,21,11,0
Ariane Carnelossi,"5' 2""",115 lbs.,"61.0""",Orthodox,15,3,0
Luana Carolina,"5' 6""",125 lbs.,"69.0""",Orthodox,11,4,0
Tim Caron,"6' 1""",185 lbs.,--,Orthodox,7,1,0
Clayton Carpenter,"5' 6""",125 lbs.,"66.0""",Orthodox,8,1,0
Gabriel Carrasco,"5' 6""",135 lbs.,--,,7,0,0
Cody Carrillo,"5' 10""",155 lbs.,--,,11,16,0
Cain Carrizosa,"5' 8""",155 lbs.,--,Orthodox,10,3,0
Roger Carroll,"5' 10""",170 lbs.,--,,16,14,0
Jonny Carson,"5' 10""",155 lbs.,--,,11,7,0
Scott Carson,"6' 2""",215 lbs.,--,,4,2,0
Shonie Carter,"5' 10""",170 lbs.,--,Southpaw,51,31,7
Jack Cartwright,"5' 9""",135 lbs.,"68.0""",Orthodox,10,1,0
Bruno Carvalho,"5' 8""",154 lbs.,--,,10,5,0
Antonio Carvalho,"5' 9""",145 lbs.,"70.0""",Orthodox,15,6,0
Rafael Carvalho,"6' 3""",185 lbs.,--,,14,1,0
Shane Carwin,"6' 2""",265 lbs.,"80.0""",Orthodox,12,2,0
Johnny Case,"5' 10""",155 lbs.,"72.0""",Orthodox,22,6,0
Kevin Casey,"5' 11""",185 lbs.,"77.0""",Southpaw,9,5,2
Cortney Casey,"5' 7""",125 lbs.,"67.0""",Orthodox,10,10,0
Brandon Cash,"6' 5""",255 lbs.,--,Orthodox,10,4,0
Bendy Casimir,"5' 5""",145 lbs.,--,Southpaw,20,14,2
Dwayne Cason,"5' 10""",212 lbs.,--,Orthodox,1,1,0
Joe Cason,"6' 3""",205 lbs.,--,,9,1,0
John Castaneda,"5' 6""",135 lbs.,"71.0""",Switch,21,7,0
Eric Castile,"5' 8""",145 lbs.,--,,3,2,0
Gil Castillo,"5' 9""",170 lbs.,--,Southpaw,8,5,0
Danny Castillo,"5' 9""",155 lbs.,"71.0""",Orthodox,17,10,0
Raul Castillo,"5' 11""",185 lbs.,--,Orthodox,7,1,0
Jenna Castillo,"5' 2""",125 lbs.,--,,1,0,0
Tim Catalfo,"5' 11""",235 lbs.,--,Orthodox,4,2,0
Nick Catone,"6' 0""",185 lbs.,"72.0""",Southpaw,10,4,0
Luke Caudillo,"5' 7""",155 lbs.,--,Orthodox,17,17,0
Gesias Cavalcante,"5' 8""",155 lbs.,"71.0""",Orthodox,21,10,1
Rafael Cavalcante,"6' 1""",205 lbs.,"74.0""",Orthodox,12,7,0
Jacqueline Cavalcanti,"5' 8""",135 lbs.,"70.0""",Orthodox,9,1,0
Igor Cavalcanti,"5' 11""",170 lbs.,"79.0""",Orthodox,9,1,0
Magnus Cedenblad,"6' 5""",185 lbs.,"79.0""",Orthodox,14,5,0
Yosdenis Cedeno,"5' 8""",155 lbs.,"69.0""",Orthodox,10,6,1
Henry Cejudo,"5' 4""",135 lbs.,"64.0""",Orthodox,16,5,0
Adam Cella,"6' 2""",170 lbs.,--,,6,8,0
Vinicius Cenci,"6' 1""",155 lbs.,"74.0""",Orthodox,7,2,0
Katlyn Cerminara,"5' 9""",125 lbs.,"68.0""",Orthodox,18,6,0
Rafael Cerqueira,"6' 3""",205 lbs.,"76.0""",Southpaw,11,2,0
Donald Cerrone,"6' 1""",155 lbs.,"73.0""",Orthodox,36,17,0
Jared Chaffee,"5' 10""",155 lbs.,--,,5,2,0
Luan Chagas,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1
Edgar Chairez,"5' 7""",125 lbs.,"71.0""",Orthodox,12,6,0
Ansar Chalangov,"5' 9""",170 lbs.,--,Orthodox,14,5,0
Alex Chambers,"5' 3""",115 lbs.,"63.0""",Southpaw,5,5,0
Michael Chandler,"5' 8""",155 lbs.,"71.0""",Orthodox,23,9,0
Chelsea Chandler,"5' 8""",135 lbs.,"68.0""",Southpaw,6,3,0
Donnie Chappell,"5' 11""",178 lbs.,--,Southpaw,0,1,0
Joe Charles,"6' 1""",260 lbs.,--,Southpaw,6,13,0
Dan Charles,"6' 2""",228 lbs.,--,,10,6,1
Morgan Charriere,"5' 8""",145 lbs.,"69.0""",Orthodox,20,11,1
Ernest Chavez,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,0
Emilio Chavez,"5' 9""",145 lbs.,--,,12,9,0
Danny Chavez,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,1
Gabriel Checco,"6' 1""",185 lbs.,--,Switch,10,2,0
Albert Cheng,"5' 11""",170 lbs.,--,Orthodox,7,4,0
Fabio Cherant,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,0
Ion Cherdivara,--,205 lbs.,--,,1,1,0
Mark Cherico,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0
Macy Chiasson,"5' 11""",135 lbs.,"72.0""",Orthodox,11,3,0
Michael Chiesa,"6' 1""",170 lbs.,"75.0""",Southpaw,20,7,0
Giga Chikadze,"6' 0""",145 lbs.,"74.0""",Orthodox,15,4,0
Khamzat Chimaev,"6' 2""",185 lbs.,"75.0""",Orthodox,14,0,0
Sako Chivitchian,"5' 11""",155 lbs.,--,Orthodox,8,1,0
Mu Bae Choi,"6' 2""",230 lbs.,--,Orthodox,12,6,0
Hong Man Choi,"7' 2""",330 lbs.,--,Orthodox,4,5,0
Dooho Choi,"5' 10""",145 lbs.,"70.0""",Orthodox,16,4,1
SeungWoo Choi,"6' 0""",145 lbs.,"74.0""",Orthodox,11,8,0
SeungGuk Choi,"5' 6""",125 lbs.,"64.0""",Orthodox,7,3,0
DongHun Choi,"5' 5""",125 lbs.,"66.0""",Switch,9,0,0
John Cholish,"5' 11""",155 lbs.,"74.0""",Orthodox,8,3,0
Ryo Chonan,"5' 9""",170 lbs.,"70.0""",Orthodox,22,13,0
Will Chope,"6' 4""",145 lbs.,--,Switch,34,13,0
Joachim Christensen,"6' 3""",205 lbs.,"76.0""",Orthodox,14,6,0
Kevin Christian,"6' 7""",205 lbs.,"80.0""",Orthodox,9,2,0
Dan Christison,"6' 8""",265 lbs.,--,Orthodox,20,7,0
Anthony Christodoulou,"5' 9""",155 lbs.,--,Orthodox,12,7,0
Murad Chunkaiev,"5' 11""",185 lbs.,--,Orthodox,8,4,0
Cameron Church,"5' 11""",155 lbs.,"72.0""",Orthodox,4,1,0
Steven Ciaccio,"6' 0""",170 lbs.,--,,4,4,0
Mike Ciesnolevicz,"6' 0""",235 lbs.,--,Orthodox,19,4,0
Hannah Cifers,"5' 1""",115 lbs.,"62.0""",Orthodox,10,7,0
Branko Cikatic,"6' 1""",215 lbs.,--,Orthodox,0,2,0
Nikolajus Cilkinas,--,--,--,Orthodox,2,6,0
Misha Cirkunov,"6' 3""",205 lbs.,"77.0""",Orthodox,15,9,0
Johnny Cisneros,"5' 11""",170 lbs.,--,,9,6,0
Laverne Clark,"5' 11""",170 lbs.,--,Orthodox,27,21,1
Logan Clark,"6' 2""",185 lbs.,--,Orthodox,18,6,0
Mychal Clark,"6' 3""",224 lbs.,--,Orthodox,10,14,0
Dominic Clark,"5' 10""",155 lbs.,--,,10,7,0
Heather Clark,"5' 6""",115 lbs.,"64.0""",Orthodox,7,6,0
Devin Clark,"6' 0""",205 lbs.,"75.0""",Orthodox,14,9,0
Jessica-Rose Clark,"5' 5""",135 lbs.,"64.0""",Orthodox,11,9,0
Shannon Clark,"5' 5""",125 lbs.,"64.0""",Orthodox,5,1,0
John Clarke,--,170 lbs.,--,,1,1,0
Mitch Clarke,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0
Rich Clementi,"5' 9""",155 lbs.,"72.0""",Southpaw,45,23,1
Chris Clements,"5' 10""",170 lbs.,"70.0""",Orthodox,12,6,0
RJ Clifford,--,160 lbs.,--,,4,3,0
Mark Climaco,"5' 4""",125 lbs.,"65.0""",Southpaw,9,2,0
Josh Clopton,"5' 6""",145 lbs.,--,Orthodox,6,2,1
Brian Cobb,"5' 11""",155 lbs.,--,Orthodox,20,9,0
Darryl Cobb,"5' 9""",185 lbs.,--,,6,8,0
Dave Cochran,"5' 6""",155 lbs.,--,,26,29,1
Dakota Cochrane,"5' 8""",155 lbs.,--,,29,12,0
Marloes Coenen,"5' 9""",145 lbs.,"67.0""",,23,8,0
Marc Cofer,--,185 lbs.,--,,7,5,0
John Cofer,"5' 9""",155 lbs.,--,Southpaw,8,4,0
Chris Coggins,--,--,--,,7,10,0
Felipe Colares,"5' 8""",145 lbs.,"69.0""",Orthodox,10,4,0
Wayne Cole,"6' 1""",205 lbs.,--,Orthodox,16,25,0
Devin Cole,"6' 4""",240 lbs.,--,Orthodox,20,10,1
Coltin Cole,--,185 lbs.,--,,4,5,0
Ivan Cole,"5' 9""",135 lbs.,--,,2,3,0
Chandler Cole,"5' 10""",264 lbs.,"72.0""",Orthodox,10,4,0
Mark Coleman,"6' 1""",205 lbs.,"75.0""",Orthodox,16,10,0
Cortez Coleman,"6' 1""",185 lbs.,--,,13,8,0
Clay Collard,"5' 11""",145 lbs.,"73.0""",Orthodox,14,7,0
Jamie Colleen,"5' 3""",115 lbs.,"65.0""",Orthodox,4,1,0
Jake Collier,"6' 3""",230 lbs.,"78.0""",Orthodox,13,10,0
Christian Colombo,"6' 5""",265 lbs.,--,Orthodox,8,3,1
Willian Colorado,"5' 10""",135 lbs.,"72.0""",,11,1,0
Wes Combs,"6' 2""",205 lbs.,--,Orthodox,20,6,0
Rose Conceicao,"4' 7""",115 lbs.,"65.0""",Orthodox,7,1,0
Carlos Condit,"6' 2""",170 lbs.,"75.0""",Orthodox,32,14,0
Chris Condo,"6' 0""",335 lbs.,--,Orthodox,0,1,0
Tristan Connelly,"5' 10""",145 lbs.,"68.0""",Orthodox,14,8,0
Marcos Conrado Jr.,"6' 2""",220 lbs.,--,Orthodox,5,1,0
Jeremiah Constant,"6' 1""",240 lbs.,--,Orthodox,11,8,0
Jonathan Contrestano,--,155 lbs.,--,,6,0,0
Bob Cook,"5' 9""",170 lbs.,--,Orthodox,5,0,0
Mike Cook,"6' 1""",205 lbs.,--,Orthodox,13,13,0
Chad Cook,"6' 2""",205 lbs.,--,,10,12,0
TJ Cook,--,205 lbs.,--,,13,5,0
Dewey Cooper,--,205 lbs.,--,,2,1,0
Brett Cooper,"6' 0""",170 lbs.,--,Orthodox,23,12,0
Bill Cooper,--,155 lbs.,--,,2,1,0
Bobby Cooper,"6' 1""",155 lbs.,--,,12,7,0
Amanda Cooper,"5' 3""",115 lbs.,"64.0""",Switch,3,5,0
Kit Cope,"6' 0""",170 lbs.,--,Orthodox,6,7,0
Chris Cope,"6' 0""",170 lbs.,"72.0""",Orthodox,8,4,0
Josh Copeland,"6' 1""",265 lbs.,--,Orthodox,12,4,0
Michael Cora,"6' 1""",170 lbs.,"77.0""",Southpaw,4,1,0
Akira Corassani,"5' 8""",145 lbs.,"68.0""",Orthodox,12,6,0
Muhsin Corbbrey,"5' 10""",155 lbs.,--,Orthodox,17,9,0
Daniel Cormier,"5' 11""",235 lbs.,"72.0""",Orthodox,22,3,0
Nora Cornolle,"5' 7""",135 lbs.,"67.0""",Orthodox,8,2,0
Clint Coronel,--,155 lbs.,--,,2,5,0
Henry Corrales,"5' 9""",145 lbs.,--,,13,3,0
Bethe Correia,"5' 5""",135 lbs.,"64.0""",Orthodox,11,6,1
Wesley Correira,"6' 3""",260 lbs.,--,Orthodox,20,16,0
Waldo Cortes-Acosta,"6' 4""",260 lbs.,"78.0""",Orthodox,13,1,0
